"","id","status_group"
"27989",38835,"non functional"
"27990",68479,"functional"
"27991",7456,"functional"
"27992",31567,"functional"
"27993",73139,"functional"
"27994",2962,"non functional"
"27995",70390,"functional"
"27996",25732,"non functional"
"27997",25584,"non functional"
"27998",29372,"non functional"
"27999",40921,"functional"
"28000",69444,"non functional"
"28001",35104,"functional"
"28002",68589,"functional needs repair"
"28003",70574,"non functional"
"28004",22063,"non functional"
"28005",2108,"functional"
"28006",52855,"functional"
"28007",33982,"non functional"
"28008",44238,"non functional"
"28009",16946,"non functional"
"28010",40546,"functional"
"28011",3704,"functional"
"28012",23976,"functional"
"28013",14030,"functional"
"28014",71926,"non functional"
"28015",26993,"functional"
"28016",29288,"functional"
"28017",46904,"functional"
"28018",45759,"functional"
"28019",46124,"non functional"
"28020",35526,"functional"
"28021",15484,"functional"
"28022",47188,"functional"
"28023",71479,"functional"
"28024",68457,"functional"
"28025",19848,"functional needs repair"
"28026",12791,"functional"
"28027",68038,"non functional"
"28028",59639,"functional"
"28029",25851,"functional"
"28030",9996,"functional"
"28031",2071,"functional needs repair"
"28032",30602,"non functional"
"28033",55382,"non functional"
"28034",63034,"functional"
"28035",40286,"non functional"
"28036",14809,"functional"
"28037",10114,"non functional"
"28038",24880,"non functional"
"28039",64041,"non functional"
"28040",56010,"functional"
"28041",14732,"functional"
"28042",37029,"functional"
"28043",576,"non functional"
"28044",6032,"functional"
"28045",46132,"functional"
"28046",8197,"functional"
"28047",21550,"non functional"
"28048",56307,"functional"
"28049",25246,"non functional"
"28050",40511,"functional"
"28051",66411,"non functional"
"28052",7805,"non functional"
"28053",40790,"functional"
"28054",42290,"functional"
"28055",30043,"functional"
"28056",43058,"functional needs repair"
"28057",29982,"functional needs repair"
"28058",50020,"functional"
"28059",29065,"functional"
"28060",70972,"functional needs repair"
"28061",53636,"non functional"
"28062",4745,"non functional"
"28063",64471,"functional needs repair"
"28064",52913,"functional"
"28065",42715,"functional"
"28066",49806,"functional"
"28067",63148,"functional"
"28068",59388,"functional"
"28069",39909,"non functional"
"28070",12748,"functional needs repair"
"28071",57622,"functional needs repair"
"28072",20477,"functional"
"28073",70561,"non functional"
"28074",22129,"non functional"
"28075",37575,"functional needs repair"
"28076",12770,"non functional"
"28077",48545,"non functional"
"28078",57568,"non functional"
"28079",12819,"functional"
"28080",19597,"functional"
"28081",9524,"non functional"
"28082",50583,"functional needs repair"
"28083",31436,"non functional"
"28084",36928,"functional needs repair"
"28085",7858,"non functional"
"28086",23818,"functional"
"28087",45436,"functional"
"28088",52259,"functional"
"28089",26794,"functional"
"28090",15773,"non functional"
"28091",63824,"functional"
"28092",62499,"functional"
"28093",61905,"functional"
"28094",45509,"functional"
"28095",27163,"functional"
"28096",62142,"non functional"
"28097",40415,"functional"
"28098",17883,"functional"
"28099",3054,"functional"
"28100",37695,"functional"
"28101",8175,"non functional"
"28102",64160,"non functional"
"28103",47266,"functional needs repair"
"28104",2086,"non functional"
"28105",29009,"functional"
"28106",31970,"non functional"
"28107",57546,"functional"
"28108",73943,"functional"
"28109",34274,"non functional"
"28110",51025,"functional"
"28111",56500,"functional"
"28112",56864,"functional"
"28113",32507,"functional"
"28114",39861,"functional"
"28115",10959,"functional"
"28116",34367,"functional needs repair"
"28117",68974,"functional"
"28118",57061,"functional"
"28119",60024,"non functional"
"28120",22970,"non functional"
"28121",19208,"functional"
"28122",67080,"non functional"
"28123",20456,"functional"
"28124",39217,"functional needs repair"
"28125",68241,"functional needs repair"
"28126",5168,"functional"
"28127",17563,"non functional"
"28128",53297,"functional"
"28129",13366,"functional"
"28130",58707,"non functional"
"28131",20850,"functional"
"28132",54589,"functional"
"28133",2047,"functional"
"28134",16049,"functional"
"28135",5504,"non functional"
"28136",29659,"non functional"
"28137",37580,"non functional"
"28138",30180,"non functional"
"28139",54904,"non functional"
"28140",36227,"functional"
"28141",32213,"non functional"
"28142",31857,"functional"
"28143",9194,"functional"
"28144",66667,"functional"
"28145",55393,"non functional"
"28146",10821,"non functional"
"28147",69267,"functional needs repair"
"28148",33369,"functional"
"28149",38547,"non functional"
"28150",35129,"functional"
"28151",57549,"functional"
"28152",19979,"non functional"
"28153",65158,"non functional"
"28154",62736,"functional"
"28155",47475,"functional"
"28156",68430,"functional"
"28157",15515,"functional needs repair"
"28158",40798,"non functional"
"28159",5147,"functional needs repair"
"28160",48189,"non functional"
"28161",51568,"functional"
"28162",66846,"functional"
"28163",6530,"functional"
"28164",8781,"functional"
"28165",32354,"functional"
"28166",22455,"functional"
"28167",72856,"non functional"
"28168",17953,"functional"
"28169",65291,"functional"
"28170",38519,"functional"
"28171",55587,"functional"
"28172",45225,"functional"
"28173",59373,"functional"
"28174",57099,"functional"
"28175",24397,"functional"
"28176",18872,"non functional"
"28177",48249,"non functional"
"28178",5146,"non functional"
"28179",43381,"functional"
"28180",6182,"functional"
"28181",7137,"functional"
"28182",63489,"non functional"
"28183",3361,"functional"
"28184",6243,"non functional"
"28185",53546,"non functional"
"28186",53234,"non functional"
"28187",69963,"non functional"
"28188",65829,"non functional"
"28189",27623,"non functional"
"28190",16716,"functional"
"28191",61965,"functional"
"28192",55702,"functional"
"28193",14548,"functional"
"28194",45791,"functional"
"28195",21687,"non functional"
"28196",40366,"non functional"
"28197",41347,"functional"
"28198",74031,"functional needs repair"
"28199",57967,"non functional"
"28200",69231,"functional"
"28201",43807,"non functional"
"28202",49363,"functional"
"28203",17136,"functional"
"28204",35555,"functional"
"28205",66131,"non functional"
"28206",66992,"non functional"
"28207",9764,"functional"
"28208",61018,"functional"
"28209",70667,"non functional"
"28210",50122,"functional"
"28211",59290,"functional needs repair"
"28212",6336,"functional"
"28213",32934,"functional"
"28214",67851,"non functional"
"28215",41291,"non functional"
"28216",32640,"non functional"
"28217",39893,"functional"
"28218",29867,"functional"
"28219",29673,"non functional"
"28220",56043,"non functional"
"28221",55353,"functional"
"28222",34706,"non functional"
"28223",30455,"functional"
"28224",31066,"functional"
"28225",31665,"non functional"
"28226",20687,"functional"
"28227",21318,"functional"
"28228",46581,"functional"
"28229",28154,"non functional"
"28230",56252,"functional"
"28231",36146,"functional needs repair"
"28232",31354,"non functional"
"28233",3304,"non functional"
"28234",50123,"non functional"
"28235",59854,"functional"
"28236",7801,"non functional"
"28237",744,"functional"
"28238",60902,"non functional"
"28239",70950,"non functional"
"28240",45295,"functional needs repair"
"28241",16312,"non functional"
"28242",72110,"functional"
"28243",51895,"functional"
"28244",7682,"non functional"
"28245",2233,"functional needs repair"
"28246",52621,"functional"
"28247",44762,"functional"
"28248",63560,"non functional"
"28249",67034,"non functional"
"28250",19641,"functional"
"28251",68408,"non functional"
"28252",48485,"non functional"
"28253",37245,"non functional"
"28254",52201,"non functional"
"28255",17419,"non functional"
"28256",3900,"functional"
"28257",25315,"non functional"
"28258",2665,"functional"
"28259",48255,"functional"
"28260",67078,"functional"
"28261",44377,"functional"
"28262",20386,"functional"
"28263",49387,"functional"
"28264",47042,"functional"
"28265",41338,"functional"
"28266",36177,"non functional"
"28267",71709,"functional"
"28268",16272,"functional"
"28269",7086,"functional"
"28270",50650,"functional needs repair"
"28271",31183,"non functional"
"28272",64951,"functional"
"28273",70851,"functional"
"28274",25457,"functional"
"28275",967,"functional needs repair"
"28276",4155,"non functional"
"28277",12510,"functional needs repair"
"28278",28656,"functional"
"28279",69139,"functional"
"28280",27247,"non functional"
"28281",71426,"non functional"
"28282",60365,"non functional"
"28283",67748,"non functional"
"28284",54666,"non functional"
"28285",52492,"functional needs repair"
"28286",60174,"functional"
"28287",58626,"functional"
"28288",59730,"non functional"
"28289",40424,"functional"
"28290",60664,"functional"
"28291",1179,"functional"
"28292",18104,"functional needs repair"
"28293",4449,"functional needs repair"
"28294",27584,"non functional"
"28295",74051,"non functional"
"28296",27912,"non functional"
"28297",3825,"non functional"
"28298",4166,"functional"
"28299",48278,"functional"
"28300",56868,"functional"
"28301",31192,"functional"
"28302",33666,"functional"
"28303",29824,"non functional"
"28304",19547,"functional"
"28305",68987,"non functional"
"28306",56625,"non functional"
"28307",1303,"functional"
"28308",3444,"non functional"
"28309",8277,"functional"
"28310",70981,"functional"
"28311",47733,"functional"
"28312",43658,"non functional"
"28313",42705,"non functional"
"28314",30246,"non functional"
"28315",17172,"functional"
"28316",7484,"non functional"
"28317",59925,"functional"
"28318",1620,"functional"
"28319",14511,"functional"
"28320",66991,"non functional"
"28321",41277,"functional"
"28322",31221,"functional needs repair"
"28323",30323,"non functional"
"28324",31733,"functional"
"28325",69672,"non functional"
"28326",70973,"non functional"
"28327",39171,"non functional"
"28328",6445,"functional"
"28329",40425,"functional"
"28330",58081,"non functional"
"28331",12388,"functional needs repair"
"28332",51086,"functional"
"28333",67429,"functional needs repair"
"28334",69807,"non functional"
"28335",70757,"non functional"
"28336",59378,"non functional"
"28337",34883,"functional"
"28338",19428,"functional"
"28339",63468,"non functional"
"28340",29161,"non functional"
"28341",38156,"non functional"
"28342",60647,"non functional"
"28343",45520,"non functional"
"28344",60022,"functional"
"28345",64200,"functional"
"28346",12767,"functional"
"28347",9032,"functional"
"28348",16728,"non functional"
"28349",28709,"functional"
"28350",37498,"functional"
"28351",25832,"non functional"
"28352",56919,"functional"
"28353",55217,"functional"
"28354",18463,"functional"
"28355",26763,"functional"
"28356",55635,"functional"
"28357",59365,"functional"
"28358",74161,"non functional"
"28359",62115,"functional needs repair"
"28360",73612,"non functional"
"28361",3804,"functional needs repair"
"28362",6326,"non functional"
"28363",11018,"functional"
"28364",60488,"non functional"
"28365",62189,"functional"
"28366",3401,"functional"
"28367",67880,"functional"
"28368",54302,"functional needs repair"
"28369",8442,"non functional"
"28370",31731,"functional"
"28371",4800,"non functional"
"28372",50237,"functional needs repair"
"28373",44909,"non functional"
"28374",29163,"functional"
"28375",41719,"functional"
"28376",30215,"functional"
"28377",66030,"functional"
"28378",10181,"functional"
"28379",39595,"functional"
"28380",73313,"functional"
"28381",3488,"functional"
"28382",66870,"functional"
"28383",21601,"functional"
"28384",55459,"non functional"
"28385",46790,"non functional"
"28386",41757,"functional"
"28387",62362,"functional"
"28388",60099,"non functional"
"28389",60121,"non functional"
"28390",28697,"functional needs repair"
"28391",42045,"non functional"
"28392",3939,"functional"
"28393",52993,"functional"
"28394",55356,"non functional"
"28395",55904,"non functional"
"28396",60811,"non functional"
"28397",49256,"functional"
"28398",48115,"functional"
"28399",1675,"non functional"
"28400",56491,"non functional"
"28401",9517,"functional needs repair"
"28402",38772,"functional"
"28403",32927,"functional"
"28404",12653,"non functional"
"28405",12219,"functional"
"28406",16930,"functional needs repair"
"28407",71591,"functional"
"28408",62244,"non functional"
"28409",29306,"non functional"
"28410",1357,"non functional"
"28411",48977,"functional"
"28412",62875,"functional"
"28413",14027,"functional"
"28414",25026,"functional"
"28415",66041,"functional"
"28416",37570,"functional"
"28417",58214,"functional"
"28418",64681,"functional"
"28419",68212,"non functional"
"28420",45733,"non functional"
"28421",61737,"functional"
"28422",297,"functional"
"28423",20323,"non functional"
"28424",57684,"functional needs repair"
"28425",6377,"functional"
"28426",39361,"non functional"
"28427",34466,"functional"
"28428",44276,"non functional"
"28429",27192,"functional"
"28430",20947,"functional"
"28431",12223,"functional"
"28432",2948,"functional"
"28433",67642,"functional"
"28434",13801,"functional"
"28435",62813,"functional"
"28436",61223,"functional"
"28437",65246,"functional"
"28438",7374,"functional"
"28439",14069,"non functional"
"28440",53486,"non functional"
"28441",33384,"functional"
"28442",61114,"functional"
"28443",58914,"non functional"
"28444",3035,"functional"
"28445",21372,"functional"
"28446",54471,"functional"
"28447",42687,"non functional"
"28448",32121,"non functional"
"28449",38616,"functional"
"28450",72447,"functional"
"28451",37746,"non functional"
"28452",7336,"non functional"
"28453",8144,"functional"
"28454",23635,"functional"
"28455",55308,"non functional"
"28456",11269,"non functional"
"28457",39226,"non functional"
"28458",1783,"functional needs repair"
"28459",46385,"functional needs repair"
"28460",45046,"functional"
"28461",65079,"non functional"
"28462",46361,"functional"
"28463",73770,"functional"
"28464",16919,"functional"
"28465",8460,"non functional"
"28466",18661,"functional"
"28467",26990,"functional"
"28468",45211,"non functional"
"28469",21427,"functional"
"28470",49697,"non functional"
"28471",23340,"non functional"
"28472",25847,"non functional"
"28473",57231,"functional"
"28474",66192,"functional"
"28475",59479,"non functional"
"28476",67218,"functional"
"28477",51421,"non functional"
"28478",27635,"functional"
"28479",62407,"non functional"
"28480",42961,"functional"
"28481",24814,"non functional"
"28482",33612,"functional"
"28483",54658,"non functional"
"28484",66745,"functional"
"28485",53894,"non functional"
"28486",51456,"functional"
"28487",47185,"functional"
"28488",43357,"non functional"
"28489",34320,"functional"
"28490",46976,"functional"
"28491",47991,"functional"
"28492",46980,"non functional"
"28493",23617,"functional"
"28494",7055,"functional"
"28495",28718,"non functional"
"28496",66341,"non functional"
"28497",51945,"non functional"
"28498",66434,"functional"
"28499",30691,"functional needs repair"
"28500",44106,"non functional"
"28501",36796,"functional"
"28502",6229,"non functional"
"28503",7128,"non functional"
"28504",72812,"non functional"
"28505",46071,"functional"
"28506",58893,"non functional"
"28507",19293,"functional"
"28508",3169,"non functional"
"28509",64312,"functional"
"28510",45441,"functional"
"28511",2083,"functional"
"28512",38789,"functional"
"28513",12988,"functional"
"28514",2089,"functional"
"28515",24987,"functional"
"28516",46586,"non functional"
"28517",193,"non functional"
"28518",39445,"functional needs repair"
"28519",68204,"functional"
"28520",15038,"functional"
"28521",39403,"functional needs repair"
"28522",48741,"non functional"
"28523",65167,"functional"
"28524",5348,"non functional"
"28525",36296,"non functional"
"28526",69362,"functional"
"28527",57474,"functional needs repair"
"28528",36104,"functional"
"28529",15400,"functional needs repair"
"28530",35950,"functional"
"28531",33803,"functional"
"28532",30008,"non functional"
"28533",36350,"functional"
"28534",20223,"functional"
"28535",28847,"functional"
"28536",37534,"functional"
"28537",22636,"functional"
"28538",66558,"non functional"
"28539",24340,"non functional"
"28540",22615,"functional"
"28541",17108,"functional"
"28542",8534,"non functional"
"28543",13806,"functional"
"28544",66662,"functional"
"28545",10224,"functional"
"28546",7269,"functional"
"28547",72059,"non functional"
"28548",18251,"functional"
"28549",56276,"functional needs repair"
"28550",51925,"functional"
"28551",30368,"non functional"
"28552",16524,"functional"
"28553",44876,"non functional"
"28554",66831,"functional"
"28555",49656,"functional"
"28556",24856,"non functional"
"28557",23569,"functional needs repair"
"28558",63620,"functional"
"28559",33811,"functional"
"28560",18696,"functional"
"28561",22915,"non functional"
"28562",66426,"non functional"
"28563",71686,"functional"
"28564",48435,"non functional"
"28565",65729,"functional"
"28566",72970,"non functional"
"28567",67840,"functional"
"28568",52785,"non functional"
"28569",32252,"functional"
"28570",26809,"functional"
"28571",67915,"non functional"
"28572",37078,"functional"
"28573",25968,"non functional"
"28574",5745,"non functional"
"28575",71954,"non functional"
"28576",56705,"functional"
"28577",64589,"non functional"
"28578",6169,"functional"
"28579",72178,"functional"
"28580",66075,"functional"
"28581",27223,"functional"
"28582",70248,"non functional"
"28583",66951,"functional"
"28584",46735,"functional"
"28585",72599,"functional"
"28586",41900,"functional"
"28587",24914,"non functional"
"28588",57745,"functional"
"28589",60889,"functional"
"28590",11000,"functional"
"28591",70942,"functional"
"28592",66067,"functional"
"28593",20267,"non functional"
"28594",65480,"functional"
"28595",41179,"functional"
"28596",17323,"non functional"
"28597",53928,"functional"
"28598",58044,"functional"
"28599",53651,"functional"
"28600",26986,"functional"
"28601",69445,"functional needs repair"
"28602",12511,"non functional"
"28603",583,"functional"
"28604",52130,"non functional"
"28605",58723,"functional"
"28606",73642,"functional"
"28607",8951,"non functional"
"28608",45940,"non functional"
"28609",30614,"functional"
"28610",27244,"functional"
"28611",3008,"functional"
"28612",35228,"functional"
"28613",66515,"non functional"
"28614",13442,"functional"
"28615",54762,"functional"
"28616",68283,"non functional"
"28617",44475,"functional"
"28618",35463,"functional"
"28619",70025,"non functional"
"28620",54568,"functional"
"28621",6249,"non functional"
"28622",6576,"functional"
"28623",61416,"functional"
"28624",36803,"functional needs repair"
"28625",60627,"non functional"
"28626",73240,"functional"
"28627",32613,"functional needs repair"
"28628",48089,"functional needs repair"
"28629",33479,"non functional"
"28630",61003,"functional"
"28631",26182,"non functional"
"28632",36399,"functional"
"28633",19242,"functional needs repair"
"28634",38729,"functional"
"28635",69791,"non functional"
"28636",19530,"functional"
"28637",41196,"functional"
"28638",52248,"functional"
"28639",13926,"functional"
"28640",29887,"non functional"
"28641",12680,"non functional"
"28642",56485,"functional"
"28643",17905,"functional"
"28644",38145,"functional"
"28645",994,"functional"
"28646",69185,"non functional"
"28647",16521,"non functional"
"28648",70028,"functional"
"28649",44996,"non functional"
"28650",55109,"functional needs repair"
"28651",34262,"functional"
"28652",14365,"non functional"
"28653",30130,"functional"
"28654",32263,"functional"
"28655",5153,"non functional"
"28656",63791,"functional"
"28657",26538,"non functional"
"28658",40408,"non functional"
"28659",25579,"functional"
"28660",64128,"functional"
"28661",17972,"functional"
"28662",5366,"non functional"
"28663",31167,"non functional"
"28664",14188,"functional"
"28665",11758,"non functional"
"28666",13865,"non functional"
"28667",191,"functional"
"28668",66049,"non functional"
"28669",66152,"non functional"
"28670",25880,"non functional"
"28671",47080,"non functional"
"28672",28141,"functional"
"28673",39319,"non functional"
"28674",607,"functional"
"28675",12033,"non functional"
"28676",71649,"non functional"
"28677",15367,"non functional"
"28678",32355,"functional"
"28679",7097,"non functional"
"28680",57844,"functional"
"28681",67187,"functional"
"28682",24595,"functional"
"28683",61495,"non functional"
"28684",54397,"functional"
"28685",58871,"functional"
"28686",57461,"functional"
"28687",20901,"functional"
"28688",12911,"non functional"
"28689",65373,"functional"
"28690",37863,"functional"
"28691",41323,"functional"
"28692",44272,"non functional"
"28693",47443,"non functional"
"28694",44588,"functional"
"28695",40086,"functional"
"28696",42994,"functional"
"28697",60636,"functional"
"28698",61644,"functional needs repair"
"28699",70926,"functional needs repair"
"28700",41155,"functional"
"28701",62524,"non functional"
"28702",58162,"functional"
"28703",70691,"functional"
"28704",10095,"functional"
"28705",61251,"functional"
"28706",11796,"functional"
"28707",69100,"non functional"
"28708",40913,"functional"
"28709",58964,"functional"
"28710",34681,"non functional"
"28711",26208,"functional"
"28712",51389,"functional"
"28713",70729,"functional"
"28714",41305,"functional"
"28715",71542,"functional"
"28716",19644,"functional"
"28717",25183,"functional"
"28718",30777,"functional needs repair"
"28719",28264,"non functional"
"28720",72117,"non functional"
"28721",52542,"non functional"
"28722",17048,"non functional"
"28723",73440,"non functional"
"28724",20618,"functional"
"28725",4035,"functional"
"28726",37766,"non functional"
"28727",44906,"functional"
"28728",20046,"functional needs repair"
"28729",40652,"functional needs repair"
"28730",66003,"functional"
"28731",20355,"functional"
"28732",57522,"non functional"
"28733",8267,"functional"
"28734",30223,"functional"
"28735",65204,"non functional"
"28736",69057,"non functional"
"28737",62688,"functional"
"28738",22107,"non functional"
"28739",34067,"non functional"
"28740",866,"functional"
"28741",69740,"functional"
"28742",54355,"non functional"
"28743",5370,"non functional"
"28744",53423,"functional"
"28745",20647,"functional"
"28746",64778,"functional needs repair"
"28747",10155,"functional"
"28748",16981,"functional"
"28749",10649,"non functional"
"28750",19623,"functional"
"28751",16107,"functional needs repair"
"28752",8650,"functional"
"28753",603,"functional"
"28754",68098,"functional"
"28755",48135,"non functional"
"28756",54517,"functional"
"28757",48387,"functional needs repair"
"28758",4235,"functional"
"28759",18260,"non functional"
"28760",55200,"non functional"
"28761",24996,"functional"
"28762",63375,"functional"
"28763",17484,"functional"
"28764",59409,"non functional"
"28765",33193,"functional"
"28766",64824,"non functional"
"28767",45716,"functional needs repair"
"28768",5320,"functional"
"28769",28038,"functional"
"28770",10519,"functional"
"28771",44585,"non functional"
"28772",5651,"non functional"
"28773",63041,"functional"
"28774",22133,"non functional"
"28775",31344,"functional"
"28776",29565,"non functional"
"28777",33845,"functional"
"28778",27916,"functional"
"28779",49118,"non functional"
"28780",51591,"non functional"
"28781",30928,"functional"
"28782",71134,"non functional"
"28783",30022,"non functional"
"28784",43391,"functional"
"28785",46088,"functional"
"28786",58708,"functional"
"28787",30380,"functional"
"28788",16096,"functional"
"28789",73714,"functional"
"28790",19287,"non functional"
"28791",44671,"functional"
"28792",30606,"non functional"
"28793",37535,"functional"
"28794",26115,"functional"
"28795",26583,"non functional"
"28796",16674,"functional"
"28797",5404,"non functional"
"28798",21546,"functional"
"28799",73899,"functional"
"28800",3543,"non functional"
"28801",37479,"functional needs repair"
"28802",59966,"non functional"
"28803",41285,"functional needs repair"
"28804",24036,"functional needs repair"
"28805",14912,"functional"
"28806",71392,"non functional"
"28807",27735,"non functional"
"28808",65884,"functional"
"28809",46650,"non functional"
"28810",17520,"non functional"
"28811",42355,"functional"
"28812",23327,"functional"
"28813",36665,"non functional"
"28814",48818,"non functional"
"28815",20319,"functional needs repair"
"28816",63923,"functional"
"28817",56832,"functional"
"28818",69116,"functional"
"28819",23928,"non functional"
"28820",22279,"functional"
"28821",18712,"functional"
"28822",25708,"functional needs repair"
"28823",42075,"functional"
"28824",2522,"functional"
"28825",17880,"functional needs repair"
"28826",2649,"functional"
"28827",14245,"functional"
"28828",46435,"functional"
"28829",67810,"non functional"
"28830",55245,"non functional"
"28831",52179,"non functional"
"28832",58954,"non functional"
"28833",29205,"functional needs repair"
"28834",18748,"functional"
"28835",35011,"functional"
"28836",30634,"functional"
"28837",52639,"functional needs repair"
"28838",50471,"functional"
"28839",61899,"non functional"
"28840",61431,"non functional"
"28841",48057,"functional"
"28842",46688,"functional"
"28843",46085,"non functional"
"28844",42833,"functional"
"28845",21937,"functional"
"28846",64157,"functional"
"28847",9620,"functional"
"28848",59899,"functional"
"28849",22389,"non functional"
"28850",39123,"non functional"
"28851",53573,"functional"
"28852",49028,"functional needs repair"
"28853",3349,"functional"
"28854",67587,"functional"
"28855",71559,"non functional"
"28856",38197,"non functional"
"28857",59456,"functional"
"28858",2561,"non functional"
"28859",36438,"functional"
"28860",26576,"functional"
"28861",22470,"functional"
"28862",20896,"non functional"
"28863",68463,"functional"
"28864",70597,"functional"
"28865",34982,"non functional"
"28866",54534,"non functional"
"28867",67007,"functional"
"28868",60988,"functional"
"28869",45057,"functional"
"28870",10185,"functional"
"28871",25397,"non functional"
"28872",5940,"functional"
"28873",38939,"non functional"
"28874",58371,"functional"
"28875",65659,"non functional"
"28876",62608,"non functional"
"28877",24498,"functional"
"28878",59788,"non functional"
"28879",56166,"non functional"
"28880",36787,"non functional"
"28881",2795,"functional"
"28882",53420,"non functional"
"28883",34763,"functional"
"28884",41604,"functional"
"28885",13960,"non functional"
"28886",34206,"non functional"
"28887",11166,"non functional"
"28888",30681,"non functional"
"28889",69121,"non functional"
"28890",27295,"functional"
"28891",64180,"non functional"
"28892",28376,"functional needs repair"
"28893",46666,"non functional"
"28894",43800,"functional"
"28895",30148,"non functional"
"28896",725,"functional"
"28897",47730,"functional"
"28898",54990,"non functional"
"28899",34662,"functional needs repair"
"28900",29295,"functional"
"28901",69917,"non functional"
"28902",51613,"functional"
"28903",47588,"functional"
"28904",31734,"non functional"
"28905",47122,"functional"
"28906",51293,"functional"
"28907",4660,"functional"
"28908",32096,"functional"
"28909",52654,"functional"
"28910",9880,"non functional"
"28911",18336,"non functional"
"28912",8010,"functional"
"28913",53590,"non functional"
"28914",27919,"functional needs repair"
"28915",4746,"functional"
"28916",49381,"non functional"
"28917",55943,"functional"
"28918",6135,"functional"
"28919",52932,"functional"
"28920",63485,"non functional"
"28921",48753,"non functional"
"28922",36853,"functional"
"28923",30386,"functional"
"28924",10875,"functional"
"28925",71338,"non functional"
"28926",51768,"functional needs repair"
"28927",45618,"functional needs repair"
"28928",50984,"non functional"
"28929",15050,"functional"
"28930",8375,"functional"
"28931",28263,"non functional"
"28932",49020,"functional"
"28933",14880,"non functional"
"28934",55053,"non functional"
"28935",22856,"non functional"
"28936",55100,"non functional"
"28937",1450,"non functional"
"28938",35027,"functional needs repair"
"28939",55927,"functional"
"28940",13993,"non functional"
"28941",69820,"non functional"
"28942",48351,"functional needs repair"
"28943",12896,"functional needs repair"
"28944",30538,"non functional"
"28945",16143,"functional"
"28946",44117,"functional"
"28947",70660,"functional"
"28948",16808,"non functional"
"28949",49717,"functional"
"28950",10247,"non functional"
"28951",39643,"functional"
"28952",68611,"non functional"
"28953",44541,"functional"
"28954",25282,"functional"
"28955",15206,"non functional"
"28956",53767,"functional needs repair"
"28957",57326,"functional"
"28958",32884,"functional needs repair"
"28959",18809,"non functional"
"28960",12005,"functional"
"28961",66538,"functional needs repair"
"28962",61806,"functional"
"28963",44774,"functional"
"28964",38909,"functional"
"28965",38152,"non functional"
"28966",42055,"functional"
"28967",22465,"functional needs repair"
"28968",68385,"functional"
"28969",9564,"functional"
"28970",42301,"non functional"
"28971",11419,"functional"
"28972",35808,"functional"
"28973",3285,"functional"
"28974",1404,"non functional"
"28975",20900,"functional"
"28976",49139,"functional needs repair"
"28977",45383,"non functional"
"28978",51420,"functional"
"28979",45934,"non functional"
"28980",57542,"functional"
"28981",46360,"functional"
"28982",60290,"functional"
"28983",33820,"functional"
"28984",34848,"non functional"
"28985",7179,"functional"
"28986",60103,"functional"
"28987",13800,"non functional"
"28988",35222,"functional"
"28989",5016,"functional"
"28990",67753,"functional"
"28991",72195,"functional"
"28992",17007,"non functional"
"28993",6226,"non functional"
"28994",73784,"non functional"
"28995",45692,"non functional"
"28996",26019,"non functional"
"28997",31305,"non functional"
"28998",24070,"functional needs repair"
"28999",14443,"non functional"
"29000",8028,"non functional"
"29001",57150,"non functional"
"29002",72603,"non functional"
"29003",28565,"non functional"
"29004",4428,"non functional"
"29005",44361,"functional"
"29006",63145,"functional"
"29007",3585,"non functional"
"29008",68608,"functional"
"29009",27105,"non functional"
"29010",51563,"functional"
"29011",50780,"non functional"
"29012",57700,"non functional"
"29013",32398,"non functional"
"29014",12224,"non functional"
"29015",46972,"non functional"
"29016",2292,"functional"
"29017",52977,"non functional"
"29018",37280,"functional"
"29019",65311,"functional"
"29020",71741,"functional"
"29021",42186,"non functional"
"29022",65371,"non functional"
"29023",43922,"non functional"
"29024",45040,"functional needs repair"
"29025",28999,"functional"
"29026",50334,"functional"
"29027",24821,"functional needs repair"
"29028",3249,"functional"
"29029",55195,"functional"
"29030",694,"functional needs repair"
"29031",30325,"non functional"
"29032",2137,"non functional"
"29033",31037,"functional"
"29034",36191,"non functional"
"29035",20840,"non functional"
"29036",27012,"non functional"
"29037",12425,"non functional"
"29038",2113,"functional needs repair"
"29039",66612,"functional"
"29040",65535,"functional"
"29041",50323,"non functional"
"29042",54160,"functional"
"29043",39446,"non functional"
"29044",25969,"non functional"
"29045",13773,"non functional"
"29046",15882,"non functional"
"29047",426,"non functional"
"29048",24192,"functional"
"29049",28883,"functional"
"29050",65562,"functional"
"29051",15878,"functional"
"29052",34593,"non functional"
"29053",47708,"functional"
"29054",11065,"functional"
"29055",39169,"functional"
"29056",67285,"functional"
"29057",48543,"non functional"
"29058",12503,"functional"
"29059",1355,"functional"
"29060",5894,"functional"
"29061",9258,"non functional"
"29062",64987,"functional"
"29063",58931,"non functional"
"29064",48295,"non functional"
"29065",33738,"non functional"
"29066",39839,"functional"
"29067",62395,"functional"
"29068",46322,"functional"
"29069",3906,"functional"
"29070",9867,"functional"
"29071",38339,"non functional"
"29072",13107,"functional"
"29073",68472,"functional"
"29074",39670,"functional"
"29075",12150,"non functional"
"29076",49942,"functional needs repair"
"29077",36656,"non functional"
"29078",27106,"functional"
"29079",32391,"functional"
"29080",45867,"functional"
"29081",9292,"functional"
"29082",6849,"functional"
"29083",57319,"non functional"
"29084",51451,"non functional"
"29085",61245,"functional"
"29086",24902,"functional"
"29087",40970,"non functional"
"29088",19299,"functional"
"29089",21320,"functional"
